Indicator1,Indicator2,Absolute_Correlation,Indicator1_Code,Indicator2_Code,Is_Highly_Correlated
GDP deflator (base year varies by country),"Inflation, GDP deflator: linked series (annual %)",0.06134814115922658,NY.GDP.DEFL.ZS,NY.GDP.DEFL.KD.ZG.AD,False
Bank liquid reserves to bank assets ratio (%),Broad money to total reserves ratio,0.061292394949117236,FD.RES.LIQU.AS.ZS,FM.LBL.BMNY.IR.ZS,False
Average transaction cost of sending remittances from a specific country (%),"Risk premium on lending (lending rate minus treasury bill rate, %)",0.06120359723264499,SI.RMT.COST.OB.ZS,FR.INR.RISK,False
"Automated teller machines (ATMs) (per 100,000 adults)","Claims on central government, etc. (% GDP)",0.06114343376561582,FB.ATM.TOTL.P5,FS.AST.CGOV.GD.ZS,False
GDP deflator (base year varies by country),Women who were first married by age 18 (% of women ages 20-24),0.06101609464580504,NY.GDP.DEFL.ZS,SP.M18.2024.FE.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",Broad money (current LCU),0.060956677139046976,FX.OWN.TOTL.60.ZS,FM.LBL.BMNY.CN,False
"Commercial bank branches (per 100,000 adults)",GDP deflator: linked series (base year varies by country),0.060862123550724824,FB.CBK.BRCH.P5,NY.GDP.DEFL.ZS.AD,False
Bank capital to assets ratio (%),Claims on private sector (annual growth as % of broad money),0.06053044558091745,FB.BNK.CAPA.ZS,FM.AST.PRVT.ZG.M3,False
"Commercial bank branches (per 100,000 adults)",GDP deflator (base year varies by country),0.06048758612840922,FB.CBK.BRCH.P5,NY.GDP.DEFL.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",Broad money to total reserves ratio,0.06041128717496873,FX.OWN.TOTL.40.ZS,FM.LBL.BMNY.IR.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",Broad money (current LCU),0.06036915367030132,FX.OWN.TOTL.PL.ZS,FM.LBL.BMNY.CN,False
Broad money to total reserves ratio,"Commercial bank branches (per 100,000 adults)",0.060227247299860946,FM.LBL.BMNY.IR.ZS,FB.CBK.BRCH.P5,False
GDP deflator: linked series (base year varies by country),"Inflation, GDP deflator (annual %)",0.059829300640668714,NY.GDP.DEFL.ZS.AD,NY.GDP.DEFL.KD.ZG,False
Proportion of seats held by women in national parliaments (%),Wholesale price index (2010 = 100),0.05976634191813836,SG.GEN.PARL.ZS,FP.WPI.TOTL,False
GDP deflator (base year varies by country),"Inflation, GDP deflator (annual %)",0.059734387848322294,NY.GDP.DEFL.ZS,NY.GDP.DEFL.KD.ZG,False
Broad money growth (annual %),"Official exchange rate (LCU per US$, period average)",0.05964317020528736,FM.LBL.BMNY.ZG,PA.NUS.FCRF,False
GDP deflator: linked series (base year varies by country),Women who were first married by age 18 (% of women ages 20-24),0.05958757285102114,NY.GDP.DEFL.ZS.AD,SP.M18.2024.FE.ZS,False
Broad money growth (annual %),DEC alternative conversion factor (LCU per US$),0.059555589940171974,FM.LBL.BMNY.ZG,PA.NUS.ATLS,False
Broad money to total reserves ratio,"Inflation, consumer prices (annual %)",0.059466434415664196,FM.LBL.BMNY.IR.ZS,FP.CPI.TOTL.ZG,False
Net domestic credit (current LCU),Real effective exchange rate index (2010 = 100),0.05923165875358286,FM.AST.DOMS.CN,PX.REX.REER,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Bank nonperforming loans to total gross loans (%),0.058945174289469646,FX.OWN.TOTL.SO.ZS,FB.AST.NPER.ZS,False
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.05869098509869242,DT.TDS.DPPF.XP.ZS,SG.DMK.ALLD.FN.ZS,False
"Risk premium on lending (lending rate minus treasury bill rate, %)",Wholesale price index (2010 = 100),0.05862841611851055,FR.INR.RISK,FP.WPI.TOTL,False
Broad money (current LCU),Domestic credit to private sector (% of GDP),0.058545286991582714,FM.LBL.BMNY.CN,FS.AST.PRVT.GD.ZS,False
"Commercial bank branches (per 100,000 adults)",DEC alternative conversion factor (LCU per US$),0.058435859045242906,FB.CBK.BRCH.P5,PA.NUS.ATLS,False
Lending interest rate (%),Net domestic credit (current LCU),0.058399807850464065,FR.INR.LEND,FM.AST.DOMS.CN,False
"Borrowers from commercial banks (per 1,000 adults)",Net domestic credit (current LCU),0.0581225732948718,FB.CBK.BRWR.P3,FM.AST.DOMS.CN,False
"Borrowers from commercial banks (per 1,000 adults)",Broad money to total reserves ratio,0.057765199849126585,FB.CBK.BRWR.P3,FM.LBL.BMNY.IR.ZS,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),GDP deflator (base year varies by country),0.05760835827161493,FM.AST.DOMO.ZG.M3,NY.GDP.DEFL.ZS,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),GDP deflator: linked series (base year varies by country),0.05753591172500699,FM.AST.DOMO.ZG.M3,NY.GDP.DEFL.ZS.AD,False
Claims on central government (annual growth as % of broad money),Deposit interest rate (%),0.057323979871447626,FM.AST.CGOV.ZG.M3,FR.INR.DPST,False
"Borrowers from commercial banks (per 1,000 adults)",GDP deflator: linked series (base year varies by country),0.05722311520744333,FB.CBK.BRWR.P3,NY.GDP.DEFL.ZS.AD,False
"Claims on central government, etc. (% GDP)","Commercial bank branches (per 100,000 adults)",0.05717116537808008,FS.AST.CGOV.GD.ZS,FB.CBK.BRCH.P5,False
Proportion of seats held by women in national parliaments (%),Real interest rate (%),0.056695081733508554,SG.GEN.PARL.ZS,FR.INR.RINR,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Claims on central government (annual growth as % of broad money),0.05666210818537869,FX.OWN.TOTL.SO.ZS,FM.AST.CGOV.ZG.M3,False
Real interest rate (%),Women who were first married by age 15 (% of women ages 20-24),0.05656036834091801,FR.INR.RINR,SP.M15.2024.FE.ZS,False
"Borrowers from commercial banks (per 1,000 adults)",GDP deflator (base year varies by country),0.05651771724543367,FB.CBK.BRWR.P3,NY.GDP.DEFL.ZS,False
"Inflation, GDP deflator: linked series (annual %)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.05623159483628615,NY.GDP.DEFL.KD.ZG.AD,SG.TIM.UWRK.MA,False
"Inflation, GDP deflator (annual %)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.056231594836285974,NY.GDP.DEFL.KD.ZG,SG.TIM.UWRK.MA,False
Bank capital to assets ratio (%),Consumer price index (2010 = 100),0.056087922515997875,FB.BNK.CAPA.ZS,FP.CPI.TOTL,False
Bank capital to assets ratio (%),Claims on other sectors of the domestic economy (annual growth as % of broad money),0.05599735806003191,FB.BNK.CAPA.ZS,FM.AST.DOMO.ZG.M3,False
Broad money (current LCU),Lending interest rate (%),0.05583438502891817,FM.LBL.BMNY.CN,FR.INR.LEND,False
"Interest rate spread (lending rate minus deposit rate, %)",Proportion of seats held by women in national parliaments (%),0.05552655028730956,FR.INR.LNDP,SG.GEN.PARL.ZS,False
Domestic credit to private sector (% of GDP),Net domestic credit (current LCU),0.055085625742261855,FS.AST.PRVT.GD.ZS,FM.AST.DOMS.CN,False
Domestic credit to private sector (% of GDP),Real effective exchange rate index (2010 = 100),0.055031439325666,FS.AST.PRVT.GD.ZS,PX.REX.REER,False
"Borrowers from commercial banks (per 1,000 adults)",Net foreign assets (current LCU),0.054884908830201605,FB.CBK.BRWR.P3,FM.AST.NFRG.CN,False
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)","Inflation, GDP deflator (annual %)",0.05461307884265269,DT.TDS.DPPF.XP.ZS,NY.GDP.DEFL.KD.ZG,False
Broad money growth (annual %),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.05395702913845056,FM.LBL.BMNY.ZG,SG.DMK.ALLD.FN.ZS,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),"Official exchange rate (LCU per US$, period average)",0.053876745240283755,FM.AST.DOMO.ZG.M3,PA.NUS.FCRF,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Broad money to total reserves ratio,0.0537719519390919,FX.OWN.TOTL.SO.ZS,FM.LBL.BMNY.IR.ZS,False
Claims on central government (annual growth as % of broad money),"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.05370430036758463,FM.AST.CGOV.ZG.M3,SG.DMK.SRCR.FN.ZS,False
"Claims on central government, etc. (% GDP)","Depositors with commercial banks (per 1,000 adults)",0.05350378324812995,FS.AST.CGOV.GD.ZS,FB.CBK.DPTR.P3,False
Broad money to total reserves ratio,Claims on central government (annual growth as % of broad money),0.05310952027288061,FM.LBL.BMNY.IR.ZS,FM.AST.CGOV.ZG.M3,False
Broad money (current LCU),Domestic credit to private sector by banks (% of GDP),0.052851085364890076,FM.LBL.BMNY.CN,FD.AST.PRVT.GD.ZS,False
Proportion of seats held by women in national parliaments (%),"Risk premium on lending (lending rate minus treasury bill rate, %)",0.05261432963274991,SG.GEN.PARL.ZS,FR.INR.RISK,False
Broad money (current LCU),Monetary Sector credit to private sector (% GDP),0.05257994474619468,FM.LBL.BMNY.CN,FM.AST.PRVT.GD.ZS,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),DEC alternative conversion factor (LCU per US$),0.05235151798313715,FM.AST.DOMO.ZG.M3,PA.NUS.ATLS,False
"Inflation, GDP deflator (annual %)","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.05233246154361919,NY.GDP.DEFL.KD.ZG,SG.DMK.SRCR.FN.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Broad money (current LCU),0.05193739058345876,FX.OWN.TOTL.MA.ZS,FM.LBL.BMNY.CN,False
Broad money to total reserves ratio,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.05172614220482455,FM.LBL.BMNY.IR.ZS,SG.DMK.ALLD.FN.ZS,False
"Claims on central government, etc. (% GDP)",Women Business and the Law Index Score (scale 1-100),0.051669153757847995,FS.AST.CGOV.GD.ZS,SG.LAW.INDX,False
"Borrowers from commercial banks (per 1,000 adults)","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.05157006275821199,FB.CBK.BRWR.P3,SG.TIM.UWRK.FE,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),"Commercial bank branches (per 100,000 adults)",0.051270144303593286,FM.AST.DOMO.ZG.M3,FB.CBK.BRCH.P5,False
Claims on central government (annual growth as % of broad money),"Inflation, consumer prices (annual %)",0.05119896470295066,FM.AST.CGOV.ZG.M3,FP.CPI.TOTL.ZG,False
"Official exchange rate (LCU per US$, period average)",Women who were first married by age 15 (% of women ages 20-24),0.05109439585461191,PA.NUS.FCRF,SP.M15.2024.FE.ZS,False
"Claims on central government, etc. (% GDP)",Wholesale price index (2010 = 100),0.05089594799767316,FS.AST.CGOV.GD.ZS,FP.WPI.TOTL,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Real effective exchange rate index (2010 = 100),0.0506458302172242,FX.OWN.TOTL.SO.ZS,PX.REX.REER,False
Bank liquid reserves to bank assets ratio (%),DEC alternative conversion factor (LCU per US$),0.0501929162207489,FD.RES.LIQU.AS.ZS,PA.NUS.ATLS,False
"Inflation, GDP deflator (annual %)",Wholesale price index (2010 = 100),0.050165688106469576,NY.GDP.DEFL.KD.ZG,FP.WPI.TOTL,False
Net foreign assets (current LCU),Women Business and the Law Index Score (scale 1-100),0.04977305582353407,FM.AST.NFRG.CN,SG.LAW.INDX,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",Broad money (current LCU),0.04972444580292224,FX.OWN.TOTL.OL.ZS,FM.LBL.BMNY.CN,False
Consumer price index (2010 = 100),Proportion of seats held by women in national parliaments (%),0.049558311437494604,FP.CPI.TOTL,SG.GEN.PARL.ZS,False
"Depositors with commercial banks (per 1,000 adults)",Net foreign assets (current LCU),0.04943458697158894,FB.CBK.DPTR.P3,FM.AST.NFRG.CN,False
Broad money (current LCU),"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",0.04939000889414712,FM.LBL.BMNY.CN,DT.TDS.DPPF.XP.ZS,False
"Claims on central government, etc. (% GDP)","Risk premium on lending (lending rate minus treasury bill rate, %)",0.04926884121889713,FS.AST.CGOV.GD.ZS,FR.INR.RISK,False
Bank nonperforming loans to total gross loans (%),"Claims on central government, etc. (% GDP)",0.04926351936946397,FB.AST.NPER.ZS,FS.AST.CGOV.GD.ZS,False
Deposit interest rate (%),Net foreign assets (current LCU),0.04919467727775068,FR.INR.DPST,FM.AST.NFRG.CN,False
"Commercial bank branches (per 100,000 adults)",Real effective exchange rate index (2010 = 100),0.0491192055652511,FB.CBK.BRCH.P5,PX.REX.REER,False
Bank liquid reserves to bank assets ratio (%),"Claims on central government, etc. (% GDP)",0.049098529594814304,FD.RES.LIQU.AS.ZS,FS.AST.CGOV.GD.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Broad money to total reserves ratio,0.04898855485999,FX.OWN.TOTL.MA.ZS,FM.LBL.BMNY.IR.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)",Wholesale price index (2010 = 100),0.048763832841604,FB.ATM.TOTL.P5,FP.WPI.TOTL,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),Domestic credit to private sector by banks (% of GDP),0.04851813887950579,FM.AST.DOMO.ZG.M3,FD.AST.PRVT.GD.ZS,False
"Inflation, GDP deflator: linked series (annual %)","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.04850528084234871,NY.GDP.DEFL.KD.ZG.AD,SG.DMK.SRCR.FN.ZS,False
"Depositors with commercial banks (per 1,000 adults)","Inflation, consumer prices (annual %)",0.04845031891131377,FB.CBK.DPTR.P3,FP.CPI.TOTL.ZG,False
"Borrowers from commercial banks (per 1,000 adults)",Consumer price index (2010 = 100),0.04827449428638555,FB.CBK.BRWR.P3,FP.CPI.TOTL,False
Consumer price index (2010 = 100),"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",0.04819259526306923,FP.CPI.TOTL,DT.TDS.DPPF.XP.ZS,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),Monetary Sector credit to private sector (% GDP),0.04812581298244631,FM.AST.DOMO.ZG.M3,FM.AST.PRVT.GD.ZS,False
GDP deflator: linked series (base year varies by country),Real interest rate (%),0.048076007366268006,NY.GDP.DEFL.ZS.AD,FR.INR.RINR,False
GDP deflator (base year varies by country),Real interest rate (%),0.048070931066822344,NY.GDP.DEFL.ZS,FR.INR.RINR,False
Average transaction cost of sending remittances from a specific country (%),"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.047650119382168635,SI.RMT.COST.OB.ZS,SG.DMK.SRCR.FN.ZS,False
Broad money growth (annual %),Broad money to total reserves ratio,0.04757060025485429,FM.LBL.BMNY.ZG,FM.LBL.BMNY.IR.ZS,False
Domestic credit to private sector by banks (% of GDP),Net domestic credit (current LCU),0.04747791736335558,FD.AST.PRVT.GD.ZS,FM.AST.DOMS.CN,False
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Net foreign assets (current LCU),0.04726115945673702,DT.TDS.DPPF.XP.ZS,FM.AST.NFRG.CN,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),Domestic credit to private sector (% of GDP),0.04723494250576125,FM.AST.DOMO.ZG.M3,FS.AST.PRVT.GD.ZS,False
Monetary Sector credit to private sector (% GDP),Net domestic credit (current LCU),0.047209765318004776,FM.AST.PRVT.GD.ZS,FM.AST.DOMS.CN,False
Bank capital to assets ratio (%),Broad money (current LCU),0.047134425315035235,FB.BNK.CAPA.ZS,FM.LBL.BMNY.CN,False
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Net domestic credit (current LCU),0.04637279896740907,DT.TDS.DPPF.XP.ZS,FM.AST.DOMS.CN,False
Broad money (current LCU),Real effective exchange rate index (2010 = 100),0.04629847057673972,FM.LBL.BMNY.CN,PX.REX.REER,False
"Risk premium on lending (lending rate minus treasury bill rate, %)",Women Business and the Law Index Score (scale 1-100),0.04626387680165975,FR.INR.RISK,SG.LAW.INDX,False
Bank liquid reserves to bank assets ratio (%),"Official exchange rate (LCU per US$, period average)",0.04617260817579829,FD.RES.LIQU.AS.ZS,PA.NUS.FCRF,False
Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),Broad money to total reserves ratio,0.04595893977801246,FX.OWN.TOTL.ZS,FM.LBL.BMNY.IR.ZS,False
"Automated teller machines (ATMs) (per 100,000 adults)",Net foreign assets (current LCU),0.04568514185337197,FB.ATM.TOTL.P5,FM.AST.NFRG.CN,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),Women who were first married by age 18 (% of women ages 20-24),0.04546411737323224,FM.AST.DOMO.ZG.M3,SP.M18.2024.FE.ZS,False
Broad money (current LCU),"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.04488976637191637,FM.LBL.BMNY.CN,SG.DMK.SRCR.FN.ZS,False
Claims on private sector (annual growth as % of broad money),"Commercial bank branches (per 100,000 adults)",0.044704613176480654,FM.AST.PRVT.ZG.M3,FB.CBK.BRCH.P5,False
Domestic credit to private sector by banks (% of GDP),"Inflation, GDP deflator (annual %)",0.04460262715601736,FD.AST.PRVT.GD.ZS,NY.GDP.DEFL.KD.ZG,False
"Inflation, GDP deflator (annual %)",Monetary Sector credit to private sector (% GDP),0.04457519037289685,NY.GDP.DEFL.KD.ZG,FM.AST.PRVT.GD.ZS,False
GDP deflator (base year varies by country),Women who were first married by age 15 (% of women ages 20-24),0.04441759015937855,NY.GDP.DEFL.ZS,SP.M15.2024.FE.ZS,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),Real effective exchange rate index (2010 = 100),0.04424746960670954,FM.AST.DOMO.ZG.M3,PX.REX.REER,False
Bank liquid reserves to bank assets ratio (%),"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",0.04356133181682362,FD.RES.LIQU.AS.ZS,DT.TDS.DPPF.XP.ZS,False
"Interest rate spread (lending rate minus deposit rate, %)","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.043384647883630806,FR.INR.LNDP,SG.TIM.UWRK.FE,False
"Commercial bank branches (per 100,000 adults)",Real interest rate (%),0.043363873834405625,FB.CBK.BRCH.P5,FR.INR.RINR,False
Lending interest rate (%),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.04322875736235637,FR.INR.LEND,SG.DMK.ALLD.FN.ZS,False
Net domestic credit (current LCU),Real interest rate (%),0.04318899520737534,FM.AST.DOMS.CN,FR.INR.RINR,False
"Depositors with commercial banks (per 1,000 adults)","Inflation, GDP deflator: linked series (annual %)",0.0431526932449381,FB.CBK.DPTR.P3,NY.GDP.DEFL.KD.ZG.AD,False
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Broad money to total reserves ratio,0.0430407899167528,FX.OWN.TOTL.FE.ZS,FM.LBL.BMNY.IR.ZS,False
Domestic credit provided by financial sector (% of GDP),Wholesale price index (2010 = 100),0.04299652543489066,FS.AST.DOMS.GD.ZS,FP.WPI.TOTL,False
Claims on other sectors of the domestic economy (% of GDP),Proportion of seats held by women in national parliaments (%),0.042833540093674266,FS.AST.DOMO.GD.ZS,SG.GEN.PARL.ZS,False
GDP deflator: linked series (base year varies by country),Women who were first married by age 15 (% of women ages 20-24),0.04281575217510348,NY.GDP.DEFL.ZS.AD,SP.M15.2024.FE.ZS,False
Consumer price index (2010 = 100),Deposit interest rate (%),0.04277579773646659,FP.CPI.TOTL,FR.INR.DPST,False
Net foreign assets (current LCU),"Risk premium on lending (lending rate minus treasury bill rate, %)",0.04254037097403763,FM.AST.NFRG.CN,FR.INR.RISK,False
Average transaction cost of sending remittances to a specific country (%),"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",0.042539804666507856,SI.RMT.COST.IB.ZS,DT.TDS.DPPF.XP.ZS,False
Deposit interest rate (%),Women Business and the Law Index Score (scale 1-100),0.042451659070356154,FR.INR.DPST,SG.LAW.INDX,False
DEC alternative conversion factor (LCU per US$),"Inflation, consumer prices (annual %)",0.04242655910411644,PA.NUS.ATLS,FP.CPI.TOTL.ZG,False
Domestic credit to private sector (% of GDP),"Inflation, GDP deflator (annual %)",0.04232015492071128,FS.AST.PRVT.GD.ZS,NY.GDP.DEFL.KD.ZG,False
Claims on private sector (annual growth as % of broad money),Women Business and the Law Index Score (scale 1-100),0.04161473281374287,FM.AST.PRVT.ZG.M3,SG.LAW.INDX,False
Average transaction cost of sending remittances to a specific country (%),Net foreign assets (current LCU),0.04123766146497971,SI.RMT.COST.IB.ZS,FM.AST.NFRG.CN,False
"Claims on central government, etc. (% GDP)",Women who were first married by age 15 (% of women ages 20-24),0.04115408321229353,FS.AST.CGOV.GD.ZS,SP.M15.2024.FE.ZS,False
Broad money (current LCU),Real interest rate (%),0.04079049852648049,FM.LBL.BMNY.CN,FR.INR.RINR,False
Consumer price index (2010 = 100),"Depositors with commercial banks (per 1,000 adults)",0.040727514387448045,FP.CPI.TOTL,FB.CBK.DPTR.P3,False
"Depositors with commercial banks (per 1,000 adults)","Inflation, GDP deflator (annual %)",0.040554906047092526,FB.CBK.DPTR.P3,NY.GDP.DEFL.KD.ZG,False
Domestic credit to private sector by banks (% of GDP),"Inflation, GDP deflator: linked series (annual %)",0.03983730505947012,FD.AST.PRVT.GD.ZS,NY.GDP.DEFL.KD.ZG.AD,False
"Inflation, GDP deflator: linked series (annual %)",Monetary Sector credit to private sector (% GDP),0.03982414169518134,NY.GDP.DEFL.KD.ZG.AD,FM.AST.PRVT.GD.ZS,False
"Official exchange rate (LCU per US$, period average)",Real effective exchange rate index (2010 = 100),0.039007212355565715,PA.NUS.FCRF,PX.REX.REER,False
Real effective exchange rate index (2010 = 100),Real interest rate (%),0.03892862929372618,PX.REX.REER,FR.INR.RINR,False
"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",Broad money to total reserves ratio,0.03836827480224352,FX.OWN.TOTL.OL.ZS,FM.LBL.BMNY.IR.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)","Official exchange rate (LCU per US$, period average)",0.03813421024103431,FX.OWN.TOTL.YG.ZS,PA.NUS.FCRF,False
"Inflation, GDP deflator (annual %)",Proportion of seats held by women in national parliaments (%),0.03802558362680237,NY.GDP.DEFL.KD.ZG,SG.GEN.PARL.ZS,False
Claims on private sector (annual growth as % of broad money),Women who were first married by age 18 (% of women ages 20-24),0.037920411860214005,FM.AST.PRVT.ZG.M3,SP.M18.2024.FE.ZS,False
Deposit interest rate (%),"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.03758566504778971,FR.INR.DPST,SG.DMK.ALLD.FN.ZS,False
"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",Net foreign assets (current LCU),0.03750253662438303,FX.OWN.TOTL.YG.ZS,FM.AST.NFRG.CN,False
Average transaction cost of sending remittances to a specific country (%),"Inflation, GDP deflator: linked series (annual %)",0.03725724882259027,SI.RMT.COST.IB.ZS,NY.GDP.DEFL.KD.ZG.AD,False
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Proportion of seats held by women in national parliaments (%),0.03717332561272459,DT.TDS.DPPF.XP.ZS,SG.GEN.PARL.ZS,False
Domestic credit to private sector (% of GDP),"Inflation, GDP deflator: linked series (annual %)",0.036844224892237966,FS.AST.PRVT.GD.ZS,NY.GDP.DEFL.KD.ZG.AD,False
Domestic credit to private sector (% of GDP),GDP deflator: linked series (base year varies by country),0.03673063250593468,FS.AST.PRVT.GD.ZS,NY.GDP.DEFL.ZS.AD,False
Lending interest rate (%),Women who were first married by age 15 (% of women ages 20-24),0.036726118030016054,FR.INR.LEND,SP.M15.2024.FE.ZS,False
Consumer price index (2010 = 100),"Interest rate spread (lending rate minus deposit rate, %)",0.03668096914598723,FP.CPI.TOTL,FR.INR.LNDP,False
Domestic credit to private sector (% of GDP),GDP deflator (base year varies by country),0.036621577864354354,FS.AST.PRVT.GD.ZS,NY.GDP.DEFL.ZS,False
Bank liquid reserves to bank assets ratio (%),Real interest rate (%),0.03658479987491551,FD.RES.LIQU.AS.ZS,FR.INR.RINR,False
Bank capital to assets ratio (%),Wholesale price index (2010 = 100),0.03648948804113474,FB.BNK.CAPA.ZS,FP.WPI.TOTL,False
Average transaction cost of sending remittances to a specific country (%),"Inflation, GDP deflator (annual %)",0.036384918648755066,SI.RMT.COST.IB.ZS,NY.GDP.DEFL.KD.ZG,False
Broad money to total reserves ratio,"Interest rate spread (lending rate minus deposit rate, %)",0.036291943679138725,FM.LBL.BMNY.IR.ZS,FR.INR.LNDP,False
Claims on private sector (annual growth as % of broad money),Proportion of seats held by women in national parliaments (%),0.03599292319449712,FM.AST.PRVT.ZG.M3,SG.GEN.PARL.ZS,False
Net foreign assets (current LCU),Real interest rate (%),0.03598844048225305,FM.AST.NFRG.CN,FR.INR.RINR,False
GDP deflator: linked series (base year varies by country),Monetary Sector credit to private sector (% GDP),0.03596046014744798,NY.GDP.DEFL.ZS.AD,FM.AST.PRVT.GD.ZS,False
GDP deflator (base year varies by country),Monetary Sector credit to private sector (% GDP),0.03576035384731958,NY.GDP.DEFL.ZS,FM.AST.PRVT.GD.ZS,False
Bank liquid reserves to bank assets ratio (%),"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",0.03570244490189558,FD.RES.LIQU.AS.ZS,SG.DMK.SRCR.FN.ZS,False
Claims on other sectors of the domestic economy (annual growth as % of broad money),"Interest rate spread (lending rate minus deposit rate, %)",0.035701475830069454,FM.AST.DOMO.ZG.M3,FR.INR.LNDP,False
GDP deflator: linked series (base year varies by country),"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.03560346518320997,NY.GDP.DEFL.ZS.AD,SG.TIM.UWRK.MA,False
Domestic credit to private sector by banks (% of GDP),GDP deflator: linked series (base year varies by country),0.03553805074871373,FD.AST.PRVT.GD.ZS,NY.GDP.DEFL.ZS.AD,False
"Automated teller machines (ATMs) (per 100,000 adults)",Consumer price index (2010 = 100),0.03547479023544153,FB.ATM.TOTL.P5,FP.CPI.TOTL,False
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",Claims on other sectors of the domestic economy (annual growth as % of broad money),0.0354098124763505,FX.OWN.TOTL.SO.ZS,FM.AST.DOMO.ZG.M3,False
Broad money (% of GDP),Wholesale price index (2010 = 100),0.03540613518199495,FM.LBL.BMNY.GD.ZS,FP.WPI.TOTL,False
"Inflation, GDP deflator: linked series (annual %)",Women who were first married by age 18 (% of women ages 20-24),0.03540171933902186,NY.GDP.DEFL.KD.ZG.AD,SP.M18.2024.FE.ZS,False
Domestic credit to private sector by banks (% of GDP),GDP deflator (base year varies by country),0.035340823888483794,FD.AST.PRVT.GD.ZS,NY.GDP.DEFL.ZS,False
"Inflation, consumer prices (annual %)","Official exchange rate (LCU per US$, period average)",0.03514466741850752,FP.CPI.TOTL.ZG,PA.NUS.FCRF,False
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",Real interest rate (%),0.03513481819183739,DT.TDS.DPPF.XP.ZS,FR.INR.RINR,False
GDP deflator: linked series (base year varies by country),"Interest rate spread (lending rate minus deposit rate, %)",0.03498415308611319,NY.GDP.DEFL.ZS.AD,FR.INR.LNDP,False
