Indicator Code,Indicator Name,Topic,Coarse_Topic
SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",Health: Health systems,Health
SH.XPD.EHEX.CH.ZS,External health expenditure (% of current health expenditure),Health: Health systems,Health
SH.XPD.EHEX.PC.CD,External health expenditure per capita (current US$),Health: Health systems,Health
SH.XPD.EHEX.PP.CD,"External health expenditure per capita, PPP (current international $)",Health: Health systems,Health
SH.XPD.GHED.CH.ZS,Domestic general government health expenditure (% of current health expenditure),Health: Health systems,Health
SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),Health: Health systems,Health
SH.XPD.GHED.GE.ZS,Domestic general government health expenditure (% of general government expenditure),Health: Health systems,Health
SH.XPD.GHED.PC.CD,Domestic general government health expenditure per capita (current US$),Health: Health systems,Health
SH.XPD.GHED.PP.CD,"Domestic general government health expenditure per capita, PPP (current international $)",Health: Health systems,Health
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),Health: Health systems,Health
SH.XPD.OOPC.PC.CD,Out-of-pocket expenditure per capita (current US$),Health: Health systems,Health
SH.XPD.OOPC.PP.CD,"Out-of-pocket expenditure per capita, PPP (current international $)",Health: Health systems,Health
SH.XPD.PVTD.CH.ZS,Domestic private health expenditure (% of current health expenditure),Health: Health systems,Health
SH.XPD.PVTD.PC.CD,Domestic private health expenditure per capita (current US$),Health: Health systems,Health
SH.XPD.PVTD.PP.CD,"Domestic private health expenditure per capita, PPP (current international $)",Health: Health systems,Health
SI.DST.02ND.20,Income share held by second 20%,Poverty: Income distribution,Poverty & Inequality
SI.DST.03RD.20,Income share held by third 20%,Poverty: Income distribution,Poverty & Inequality
SI.DST.04TH.20,Income share held by fourth 20%,Poverty: Income distribution,Poverty & Inequality
SI.DST.05TH.20,Income share held by highest 20%,Poverty: Income distribution,Poverty & Inequality
SI.DST.10TH.10,Income share held by highest 10%,Poverty: Income distribution,Poverty & Inequality
SI.DST.50MD,Proportion of people living below 50 percent of median income (%),Poverty: Income distribution,Poverty & Inequality
SI.DST.FRST.10,Income share held by lowest 10%,Poverty: Income distribution,Poverty & Inequality
SI.DST.FRST.20,Income share held by lowest 20%,Poverty: Income distribution,Poverty & Inequality
SI.POV.DDAY,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty: Poverty rates,Poverty & Inequality
SI.POV.GAPS,Poverty gap at $2.15 a day (2017 PPP) (%),Poverty: Poverty rates,Poverty & Inequality
SI.POV.GINI,Gini index,Poverty: Income distribution,Poverty & Inequality
SI.POV.LMIC,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),Poverty: Poverty rates,Poverty & Inequality
SI.POV.LMIC.GP,Poverty gap at $3.65 a day (2017 PPP) (%),Poverty: Poverty rates,Poverty & Inequality
SI.POV.MPUN,Multidimensional poverty headcount ratio (UNDP) (% of population),Poverty: Poverty rates,Poverty & Inequality
SI.POV.MPWB,Multidimensional poverty headcount ratio (World Bank) (% of population),Poverty: Poverty rates,Poverty & Inequality
SI.POV.NAHC,Poverty headcount ratio at national poverty lines (% of population),Poverty: Poverty rates,Poverty & Inequality
SI.POV.SOPO,Poverty headcount ratio at societal poverty line (% of population),Poverty: Poverty rates,Poverty & Inequality
SI.POV.UMIC,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),Poverty: Poverty rates,Poverty & Inequality
SI.POV.UMIC.GP,Poverty gap at $6.85 a day (2017 PPP) (%),Poverty: Poverty rates,Poverty & Inequality
SI.RMT.COST.IB.ZS,Average transaction cost of sending remittances to a specific country (%),Financial Sector: Access,Other
SI.RMT.COST.OB.ZS,Average transaction cost of sending remittances from a specific country (%),Financial Sector: Access,Other
SI.SPR.PC40,"Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",Poverty: Shared prosperity,Poverty & Inequality
SI.SPR.PC40.ZG,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Poverty: Shared prosperity,Poverty & Inequality
SI.SPR.PCAP,"Survey mean consumption or income per capita, total population (2017 PPP $ per day)",Poverty: Shared prosperity,Poverty & Inequality
SI.SPR.PCAP.ZG,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",Poverty: Shared prosperity,Poverty & Inequality
SI.SPR.PGAP,Prosperity gap (average shortfall from a prosperity standard of $25/day),Poverty: Shared prosperity,Poverty & Inequality
SL.AGR.0714.FE.ZS,"Child employment in agriculture, female (% of female economically active children ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.AGR.0714.MA.ZS,"Child employment in agriculture, male (% of male economically active children ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.AGR.0714.ZS,Child employment in agriculture (% of economically active children ages 7-14),Social Protection & Labor: Economic activity,Economy & Finance
SL.AGR.EMPL.FE.ZS,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.AGR.EMPL.MA.ZS,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.1524.SP.FE.NE.ZS,"Employment to population ratio, ages 15-24, female (%) (national estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.1524.SP.FE.ZS,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.1524.SP.MA.NE.ZS,"Employment to population ratio, ages 15-24, male (%) (national estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.1524.SP.MA.ZS,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.1524.SP.NE.ZS,"Employment to population ratio, ages 15-24, total (%) (national estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.1524.SP.ZS,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.MPYR.MA.ZS,"Employers, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.MPYR.ZS,"Employers, total (% of total employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.SELF.FE.ZS,"Self-employed, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.SELF.MA.ZS,"Self-employed, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.SELF.ZS,"Self-employed, total (% of total employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.SMGT.FE.ZS,Female share of employment in senior and middle management (%),Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.TOTL.SP.FE.NE.ZS,"Employment to population ratio, 15+, female (%) (national estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.TOTL.SP.MA.NE.ZS,"Employment to population ratio, 15+, male (%) (national estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.TOTL.SP.NE.ZS,"Employment to population ratio, 15+, total (%) (national estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.TOTL.SP.ZS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.VULN.FE.ZS,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.VULN.MA.ZS,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.WORK.FE.ZS,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.WORK.MA.ZS,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.EMP.WORK.ZS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.FAM.0714.FE.ZS,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.FAM.0714.MA.ZS,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.FAM.0714.ZS,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.FAM.WORK.FE.ZS,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.FAM.WORK.MA.ZS,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.FAM.WORK.ZS,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $),Social Protection & Labor: Economic activity,Economy & Finance
SL.IND.EMPL.FE.ZS,"Employment in industry, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.IND.EMPL.MA.ZS,"Employment in industry, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.IND.EMPL.ZS,Employment in industry (% of total employment) (modeled ILO estimate),Social Protection & Labor: Economic activity,Economy & Finance
SL.MNF.0714.FE.ZS,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.MNF.0714.MA.ZS,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.MNF.0714.ZS,Child employment in manufacturing (% of economically active children ages 7-14),Social Protection & Labor: Economic activity,Economy & Finance
SL.SLF.0714.FE.ZS,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.SLF.0714.MA.ZS,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.SLF.0714.ZS,"Children in employment, self-employed (% of children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.SRV.0714.FE.ZS,"Child employment in services, female (% of female economically active children ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.SRV.0714.MA.ZS,"Child employment in services, male (% of male economically active children ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.SRV.0714.ZS,Child employment in services (% of economically active children ages 7-14),Social Protection & Labor: Economic activity,Economy & Finance
SL.SRV.EMPL.FE.ZS,"Employment in services, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.SRV.EMPL.MA.ZS,"Employment in services, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Economy & Finance
SL.SRV.EMPL.ZS,Employment in services (% of total employment) (modeled ILO estimate),Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.0714.FE.ZS,"Children in employment, female (% of female children ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.0714.MA.ZS,"Children in employment, male (% of male children ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.0714.SW.FE.TM,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.0714.SW.FE.ZS,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.0714.SW.MA.TM,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.0714.SW.MA.ZS,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.0714.SW.TM,"Average working hours of children, study and work, ages 7-14 (hours per week)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.0714.SW.ZS,"Children in employment, study and work (% of children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.0714.WK.FE.TM,"Average working hours of children, working only, female, ages 7-14 (hours per week)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.0714.WK.FE.ZS,"Children in employment, work only, female (% of female children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.0714.WK.MA.TM,"Average working hours of children, working only, male, ages 7-14 (hours per week)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.0714.WK.MA.ZS,"Children in employment, work only, male (% of male children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.0714.WK.TM,"Average working hours of children, working only, ages 7-14 (hours per week)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.0714.WK.ZS,"Children in employment, work only (% of children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.0714.ZS,"Children in employment, total (% of children ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.ACTI.1524.FE.NE.ZS,"Labor force participation rate for ages 15-24, female (%) (national estimate)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.ACTI.1524.FE.ZS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.ACTI.1524.MA.NE.ZS,"Labor force participation rate for ages 15-24, male (%) (national estimate)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.ACTI.1524.MA.ZS,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.ACTI.1524.NE.ZS,"Labor force participation rate for ages 15-24, total (%) (national estimate)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.ACTI.1524.ZS,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.ACTI.FE.ZS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.ACTI.MA.ZS,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.ACTI.ZS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.ADVN.FE.ZS,"Labor force with advanced education, female (% of female working-age population with advanced education)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.ADVN.ZS,Labor force with advanced education (% of total working-age population with advanced education),Social Protection & Labor: Labor force structure,Social Development
SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.BASC.ZS,Labor force with basic education (% of total working-age population with basic education),Social Protection & Labor: Labor force structure,Social Development
SL.TLF.CACT.FE.NE.ZS,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.CACT.FE.ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),Social Protection & Labor: Labor force structure,Social Development
SL.TLF.CACT.FM.ZS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Social Protection & Labor: Labor force structure,Social Development
SL.TLF.CACT.MA.NE.ZS,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.CACT.MA.ZS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.CACT.NE.ZS,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.INTM.MA.ZS,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.INTM.ZS,Labor force with intermediate education (% of total working-age population with intermediate education),Social Protection & Labor: Labor force structure,Social Development
SL.TLF.PART.FE.ZS,"Part time employment, female (% of total female employment)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.PART.MA.ZS,"Part time employment, male (% of total male employment)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",Social Protection & Labor: Economic activity,Economy & Finance
SL.TLF.TOTL.FE.ZS,"Labor force, female (% of total labor force)",Social Protection & Labor: Labor force structure,Social Development
SL.TLF.TOTL.IN,"Labor force, total",Social Protection & Labor: Labor force structure,Social Development
SL.UEM.1524.FE.NE.ZS,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.1524.FE.ZS,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.1524.MA.NE.ZS,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.1524.MA.ZS,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.1524.NE.ZS,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.1524.ZS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.ADVN.FE.ZS,"Unemployment with advanced education, female (% of female labor force with advanced education)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.ADVN.MA.ZS,"Unemployment with advanced education, male (% of male labor force with advanced education)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),Social Protection & Labor: Unemployment,Social Development
SL.UEM.BASC.FE.ZS,"Unemployment with basic education, female (% of female labor force with basic education)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.BASC.MA.ZS,"Unemployment with basic education, male (% of male labor force with basic education)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.BASC.ZS,Unemployment with basic education (% of total labor force with basic education),Social Protection & Labor: Unemployment,Social Development
SL.UEM.INTM.FE.ZS,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.INTM.MA.ZS,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),Social Protection & Labor: Unemployment,Social Development
SL.UEM.NEET.FE.ME.ZS,"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.NEET.FE.ZS,"Share of youth not in education, employment or training, female (% of female youth population)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.NEET.MA.ME.ZS,"Share of youth not in education, employment or training, male (% of male youth population) (modeled ILO estimate)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.NEET.MA.ZS,"Share of youth not in education, employment or training, male (% of male youth population)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.NEET.ME.ZS,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.TOTL.FE.NE.ZS,"Unemployment, female (% of female labor force) (national estimate)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.TOTL.FE.ZS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.TOTL.MA.NE.ZS,"Unemployment, male (% of male labor force) (national estimate)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.TOTL.MA.ZS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",Social Protection & Labor: Unemployment,Social Development
SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Social Protection & Labor: Unemployment,Social Development
SL.WAG.0714.FE.ZS,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.WAG.0714.MA.ZS,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SL.WAG.0714.ZS,"Children in employment, wage workers (% of children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Economy & Finance
SM.POP.NETM,Net migration,Social Protection & Labor: Migration,Social Development
SM.POP.REFG,Refugee population by country or territory of asylum,Social Protection & Labor: Migration,Social Development
SM.POP.REFG.OR,Refugee population by country or territory of origin,Social Protection & Labor: Migration,Social Development
SM.POP.TOTL,"International migrant stock, total",Social Protection & Labor: Migration,Social Development
SM.POP.TOTL.ZS,International migrant stock (% of population),Social Protection & Labor: Migration,Social Development
SN.ITK.DEFC.ZS,Prevalence of undernourishment (% of population),Health: Nutrition,Health
SN.ITK.MSFI.ZS,Prevalence of moderate or severe food insecurity in the population (%),Health,Health
SN.ITK.SALT.ZS,Consumption of iodized salt (% of households),Health: Nutrition,Health
SN.ITK.SVFI.ZS,Prevalence of severe food insecurity in the population (%),Health,Health
SN.ITK.VITA.ZS,Vitamin A supplementation coverage rate (% of children ages 6-59 months),Health: Nutrition,Health
SP.ADO.TFRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",Health: Reproductive health,Health
SP.DYN.AMRT.FE,"Mortality rate, adult, female (per 1,000 female adults)",Health: Mortality,Health
SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",Health: Mortality,Health
SP.DYN.CBRT.IN,"Birth rate, crude (per 1,000 people)",Health: Population: Dynamics,Health
SP.DYN.CDRT.IN,"Death rate, crude (per 1,000 people)",Health: Population: Dynamics,Health
SP.DYN.CONM.ZS,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",Health: Reproductive health,Health
SP.DYN.CONU.ZS,"Contraceptive prevalence, any method (% of married women ages 15-49)",Health: Reproductive health,Health
SP.DYN.IMRT.FE.IN,"Mortality rate, infant, female (per 1,000 live births)",Health: Mortality,Health
SP.DYN.IMRT.IN,"Mortality rate, infant (per 1,000 live births)",Health: Mortality,Health
SP.DYN.IMRT.MA.IN,"Mortality rate, infant, male (per 1,000 live births)",Health: Mortality,Health
SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",Health: Mortality,Health
SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",Health: Mortality,Health
SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",Health: Mortality,Health
SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",Health: Reproductive health,Health
SP.DYN.TO65.FE.ZS,"Survival to age 65, female (% of cohort)",Health: Mortality,Health
SP.DYN.TO65.MA.ZS,"Survival to age 65, male (% of cohort)",Health: Mortality,Health
SP.DYN.WFRT,Wanted fertility rate (births per woman),Health: Reproductive health,Health
SP.HOU.FEMA.ZS,Female headed households (% of households with a female head),Health: Population: Dynamics,Health
SP.M15.2024.FE.ZS,Women who were first married by age 15 (% of women ages 20-24),Gender: Agency,Other
SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),Gender: Agency,Other
SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Health: Reproductive health,Health
SP.POP.0004.FE.5Y,"Population ages 00-04, female (% of female population)",Health: Population: Structure,Health
SP.POP.0004.MA.5Y,"Population ages 00-04, male (% of male population)",Health: Population: Structure,Health
SP.POP.0014.FE.IN,"Population ages 0-14, female",Health: Population: Structure,Health
SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)",Health: Population: Structure,Health
SP.POP.0014.MA.IN,"Population ages 0-14, male",Health: Population: Structure,Health
SP.POP.0014.MA.ZS,"Population ages 0-14, male (% of male population)",Health: Population: Structure,Health
SP.POP.0014.TO,"Population ages 0-14, total",Health: Population: Structure,Health
SP.POP.0014.TO.ZS,Population ages 0-14 (% of total population),Health: Population: Structure,Health
SP.POP.0509.FE.5Y,"Population ages 05-09, female (% of female population)",Health: Population: Structure,Health
SP.POP.0509.MA.5Y,"Population ages 05-09, male (% of male population)",Health: Population: Structure,Health
SP.POP.1014.FE.5Y,"Population ages 10-14, female (% of female population)",Health: Population: Structure,Health
SP.POP.1014.MA.5Y,"Population ages 10-14, male (% of male population)",Health: Population: Structure,Health
SP.POP.1519.FE.5Y,"Population ages 15-19, female (% of female population)",Health: Population: Structure,Health
SP.POP.1519.MA.5Y,"Population ages 15-19, male (% of male population)",Health: Population: Structure,Health
SP.POP.1564.FE.IN,"Population ages 15-64, female",Health: Population: Structure,Health
SP.POP.1564.FE.ZS,"Population ages 15-64, female (% of female population)",Health: Population: Structure,Health
SP.POP.1564.MA.IN,"Population ages 15-64, male",Health: Population: Structure,Health
SP.POP.1564.MA.ZS,"Population ages 15-64, male (% of male population)",Health: Population: Structure,Health
SP.POP.1564.TO,"Population ages 15-64, total",Health: Population: Structure,Health
SP.POP.1564.TO.ZS,Population ages 15-64 (% of total population),Health: Population: Structure,Health
SP.POP.2024.FE.5Y,"Population ages 20-24, female (% of female population)",Health: Population: Structure,Health
SP.POP.2024.MA.5Y,"Population ages 20-24, male (% of male population)",Health: Population: Structure,Health
SP.POP.2529.FE.5Y,"Population ages 25-29, female (% of female population)",Health: Population: Structure,Health
SP.POP.2529.MA.5Y,"Population ages 25-29, male (% of male population)",Health: Population: Structure,Health
SP.POP.3034.FE.5Y,"Population ages 30-34, female (% of female population)",Health: Population: Structure,Health
SP.POP.3034.MA.5Y,"Population ages 30-34, male (% of male population)",Health: Population: Structure,Health
SP.POP.3539.FE.5Y,"Population ages 35-39, female (% of female population)",Health: Population: Structure,Health
SP.POP.3539.MA.5Y,"Population ages 35-39, male (% of male population)",Health: Population: Structure,Health
SP.POP.4044.FE.5Y,"Population ages 40-44, female (% of female population)",Health: Population: Structure,Health
SP.POP.4044.MA.5Y,"Population ages 40-44, male (% of male population)",Health: Population: Structure,Health
SP.POP.4549.FE.5Y,"Population ages 45-49, female (% of female population)",Health: Population: Structure,Health
SP.POP.4549.MA.5Y,"Population ages 45-49, male (% of male population)",Health: Population: Structure,Health
